1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
-1464.544793045455 -976.5277567052989 ; -1474.310070612508 -961.8823087748443 
-104.78497001004482 -240.75508708907122 ; -107.19252088093553 -239.70723738897078 
-892.9108546513596 455.4352071841722 ; -888.3565025795178 464.3643157306858 
-1014.4001645348069 -1019.5181736953583 ; -1024.5953462717605 -1009.3741720500102 
1634.4901202784345 1894.4217589283364 ; 1653.4343378677179 1878.0768577255521 
-1543.6612984074934 -1625.747958713706 ; -1559.9187779946305 -1610.3113457296313 
1787.9288277997598 -911.192524276135 ; 1778.8169025569985 -929.0718125541326 
-121.80833668239467 1303.2450702857425 ; -108.77588597953724 1304.4631536525665 
698.3708330771764 143.13616063476258 ; 699.802194683524 136.1524523039908 
-971.1740187209676 427.5219139273032 ; -966.8987995816946 437.2336541145129 
746.3142116028675 1706.157281154997 ; 763.3757844144175 1698.6941390389684 
-1632.877792971694 -899.470566164415 ; -1641.872498633338 -883.1417882346981 
186.19305992515243 616.6806625518007 ; 192.35986655067043 614.8187319525491 
570.4098610652151 -487.12500141201366 ; 565.5386110510949 -492.8291000226658 
1344.4071669110863 1492.3765820633794 ; 1359.3309327317202 1478.9325103942685 
1925.6560750898764 186.45627448706 ; 1927.520637834747 167.19971373616124 
-1473.9298258551728 -278.1262561707154 ; -1476.7110884168799 -263.38695791216367 
490.73108832107033 -753.4409852972024 ; 483.1966784680983 -758.3482961804131 
911.2230540701725 -460.66466746710904 ; 906.6164073955014 -469.77689800781076 
1637.170965512641 698.5775302388708 ; 1644.1567408150297 682.2058205837444 
-1477.0261648839676 1022.806688026514 ; -1466.7980980037025 1037.5769496753537 
606.5999139319986 -322.33914006411976 ; 603.3765225313574 -328.4051392034398 
-1564.235503469715 305.2638919017334 ; -1561.1828645506978 320.9062469364306 
-1802.5765561603125 -1202.0083837938055 ; -1814.5966399982506 -1183.9826182322024 
590.8582181700697 755.6734214172651 ; 598.4149523842424 749.7648392355644 
-430.5478186435316 500.15060904943124 ; -425.5463125530373 504.45608723586656 
-529.6049726447603 -1893.2036404851847 ; -548.5370090496122 -1887.9075907587371 
-176.80746463329956 -748.6794618569506 ; -184.29425925186908 -746.9113872106176 
-1649.6708418473827 1187.143238796622 ; -1637.7994094594164 1203.6399472150958 
350.09364459688794 -897.509105280751 ; 341.11855354408044 -901.0100417267199 
-1604.5148444880813 1572.7713443581636 ; -1588.7871310444996 1588.8164928030444 
664.2939322091912 -521.9657537498268 ; 659.0742746716929 -528.6086930719188 
-109.45326622054672 -1133.3313664284133 ; -120.78657988483086 -1132.2368337662078 
-386.6236075170151 290.62469061565145 ; -383.7173606108586 294.4909266908216 
1749.4291996936345 1472.9543211624975 ; 1764.1587429052595 1455.460029165561 
-763.4451835666493 -281.24686739278053 ; -766.2576522405772 -273.61241555711405 
-1004.3357771784202 1817.299937053366 ; -986.1627778078866 1827.3432948251502 
-1227.3549902391098 -1662.2408200185237 ; -1243.977398439295 -1649.9672701161326 
-1026.5013272280735 -683.0575655622757 ; -1033.3319028836963 -672.792552289995 
645.6450150203984 -1287.9279487517936 ; 632.7657355328805 -1294.3843989019977 
-1013.3172036290183 -659.2677806896671 ; -1019.9098814359149 -649.134608653377 
-1146.4357496176885 262.42503018507034 ; -1143.8114993158379 273.88938768124723 
91.44127233747294 -99.32844775401395 ; 90.4479878599328 -100.24286047738867 
1617.5540250114134 1606.4637173768806 ; 1633.6186621851823 1590.2881771267664 
-623.6753286022474 1084.9711589010979 ; -612.8256170132364 1091.2079121871204 
-1075.887118233955 1929.961732730339 ; -1056.5875009066517 1940.7206039126786 
-1063.240564344393 -1910.4330637455748 ; -1082.344894981849 -1899.800658102131 
346.21787996004383 -1130.992121318165 ; 334.90795874686216 -1134.4543001177653 
-341.37530004405414 1229.5909239565506 ; -329.07939080448864 1233.004676956991 
-406.90542823595376 582.6439698421 ; -401.0789885375328 586.7130241244595 
859.0892599113848 102.22797199824211 ; 860.1115396313672 93.63707939912827 
1741.28279550272 91.50716760157705 ; 1742.1978671787358 74.09433964654986 
1204.7011680400851 -293.25232084184603 ; 1201.7686448316667 -305.29933252224686 
512.7787327857897 -253.02078893920523 ; 510.2485248963976 -258.1485762670631 
303.4678086325712 -35.138605924523674 ; 303.11642257332596 -38.173284010849386 
-892.6312914339117 1124.6901599011949 ; -881.3843898348997 1133.616472815534 
-292.0477998047551 403.73786217580073 ; -288.01042118299705 406.6583401738483 
341.62983985253163 -569.0556288242265 ; 335.9392835642894 -572.4719272227518 
250.8986506911696 65.63104825461701 ; 251.55496117371575 63.12206174770532 
1187.7623421103276 -348.90008611791194 ; 1184.2733412491484 -360.77770953901523 
694.2199771615429 404.4320879772115 ; 698.2642980413151 397.48988820559606 
-101.73233787378828 -1865.3251344211394 ; -120.38558921799968 -1864.3078110424015 
-1759.4907826811718 1552.8448044115783 ; -1743.962334637056 1570.43971223839 
1655.343235204494 1632.644485826554 ; 1671.6696800627597 1616.0910534745092 
-740.0338531979841 1064.2855226808658 ; -729.3909979711754 1071.6858612128456 
1864.9785462797893 -388.7768842755502 ; 1861.0907774370337 -407.4266697383481 
721.2834366664151 1401.7582767944955 ; 735.3010194343601 1394.5454424278314 
163.65225964222324 -340.82126368698357 ; 160.2440470053534 -342.4577862834058 
-1812.443880590871 -743.7887856461678 ; -1819.8817684473327 -725.664346840259 
284.818103388052 1036.8332479533788 ; 295.18643586758577 1033.9850669194982 
-42.630046018897986 615.7508223564924 ; -36.47253779533306 616.1771228166814 
-998.885224366319 -395.44120267581104 ; -1002.8396363930771 -385.45235043214785 
-1492.4582569393533 1754.9675578230158 ; -1474.9085813611232 1769.8921403924094 
-653.2297934187914 -967.4141932365093 ; -662.9039353511564 -960.8818953023214 
-477.740737455425 845.2011272374917 ; -469.2887261830501 849.978534612046 
-961.9560373281982 447.13342605775085 ; -957.4847030676208 456.7529864310328 
1260.814070314423 -1117.9854082910072 ; 1249.634216231513 -1130.5935489941514 
1831.1865990885105 1697.2071592685354 ; 1848.1586706811959 1678.8952932776504 
612.1827329566893 -1936.2012075912921 ; 592.8207208807763 -1942.323034920859 
1854.2592473317836 1623.7320452225708 ; 1870.4965677840094 1605.189452749253 
1084.8335428571831 -313.75233860029 ; 1081.6960194711803 -324.6006740288618 
-744.1261210653887 1883.8251537332053 ; -725.2878695280566 1891.2664149438592 
501.9286277611939 -1744.943091600656 ; 484.47919684518735 -1749.962377878268 
-811.3898396379142 1347.9246782331122 ; -797.9105928555831 1356.0385766294914 
-1054.5563391993308 820.4985577598691 ; -1046.351353621732 831.0441211518623 
1888.9895157350288 70.23382753430901 ; 1889.6918540103718 51.343932376958726 
272.1946862604145 -1013.0132042393192 ; 262.0645542180213 -1015.7351511019233 
-1521.611897634616 483.9568549311039 ; -1516.772329085305 499.17297390745006 
67.29727257483253 1800.052821134808 ; 85.29780078618062 1799.3798484090596 
1383.145086083235 786.452986012909 ; 1391.009615943364 772.6215351520767 
1041.1149791932303 1064.3315541503068 ; 1051.7582947347335 1053.9204043583745 
609.7181695132572 -1401.2298744823495 ; 595.7058707684337 -1407.327056177482 
1133.3108257253512 991.1556045357089 ; 1143.2223817707084 979.8224962784554 
-841.655898309674 1647.3849686161188 ; -825.1820486235127 1655.8015275992157 
-1484.6969507453475 -1909.0053243937823 ; -1503.7870039892853 -1894.1583548863289 
-371.10887438057455 -682.9044880941086 ; -377.9379192615156 -679.1933993503029 
-680.8845231408866 -675.7987406293727 ; -687.6425105471803 -668.9898953979638 
221.35645918532603 -1754.8248949523231 ; 203.8082102358028 -1757.0384595441765 
-88.07213489252683 974.3905996152295 ; -78.32822889637454 975.2713209641547 
362.03599528434177 -1018.5179248002323 ; 351.85081603633944 -1022.1382847530757 
499.09246973766733 -1400.311604768314 ; 485.0893536899842 -1405.3025294656907 
1788.135982891529 670.2633760313531 ; 1794.8386166518426 652.3820162024379 
-561.5680986292616 -468.999876127223 ; -566.2580973905339 -463.3841951409304 
1776.2267198972825 756.1094791171658 ; 1783.787814688454 738.347211918193 
-500.8905228080335 1087.6319717655292 ; -490.0142030903782 1092.6408769936095 
-1761.8225094726597 870.3280667308064 ; -1753.1192288053517 887.9462918255331 
-1514.1387997136046 -1156.5397250130911 ; -1525.7041969637355 -1141.3983370159551 
335.0027859122763 -790.2743889382153 ; 327.1000420228941 -793.6244167973381 
686.5253323459385 -1983.2580439485737 ; 666.6927519064528 -1990.1232972720331 
468.2514516815927 346.85879928361453 ; 471.72003967442885 342.17628476679863 
238.9059399392562 -1338.1684785919397 ; 225.5242551533368 -1340.5575379913323 
1190.942041587241 69.6072998386379 ; 1191.6381145856274 57.69787942276549 
-731.3301660847727 -1034.2761517078425 ; -741.6729276018511 -1026.9628500469948 
-891.2965408132831 -1063.6494365175463 ; -901.9330351784586 -1054.7364711094135 
1104.122131802644 -940.4625340869828 ; 1094.717506461774 -951.5037554050093 
-1707.7166301798752 -1058.2021345474416 ; -1718.2986515253497 -1041.1249682456428 
-37.00497164147429 -1873.6710325757056 ; -55.741681967231344 -1873.3009828592908 
-59.401855197435616 1286.451850066489 ; -46.53733669677072 1287.0458686184634 
1255.7405648261652 521.9739757285811 ; 1260.960304583451 509.41657008031945 
686.9226101418644 1629.5284475492365 ; 703.2178946173568 1622.6592214478178 
-897.0964622020149 162.8453844190671 ; -895.4680083578243 171.81634904108725 
-826.7385414708318 -467.8732227619587 ; -831.4172736984514 -459.6058373472504 
277.6853154291885 906.0083976110388 ; 286.7453994052989 903.231544456747 
469.3829285535839 -1870.8125838765834 ; 450.67480271481804 -1875.5064131621193 
1959.7672930608865 -448.5076598365675 ; 1955.2822164625209 -468.1053327671764 
-719.6794878616317 -1706.543716232607 ; -736.7449250239578 -1699.3469213539906 
1102.6718863550113 1586.6267911269988 ; 1118.5381542662813 1575.6000722634487 
828.5757559268109 -651.9020155754148 ; 822.0567357710568 -660.1877731346829 
1818.738006266693 1305.7550171815903 ; 1831.7955564385088 1287.5676371189234 
1204.398651348533 -910.8918815225828 ; 1195.289732533307 -922.9358680360682 
-1868.6400014388432 1251.549672898449 ; -1856.1245047098587 1270.2360729128375 
-362.9281434902941 1268.6738938958604 ; -350.24140455133545 1272.3031753307632 
771.2339858644726 -389.8340650563136 ; 767.3356452139095 -397.5464049149583 
1775.078291219386 -243.99941349421763 ; 1772.6382970844438 -261.7501964064115 
-263.89105787097736 747.2863123046966 ; -256.4181947479304 749.9252228834064 
516.6227653748442 577.7385041180603 ; 522.4001504160249 572.5722764643118 
-1532.43862019635 -1194.0234396010146 ; -1544.37885459236 -1178.699053399051 
-212.65477242752962 1246.397197157027 ; -200.19080045595936 1248.5237448813023 
439.3386522110504 -1642.3816399548105 ; 422.91483581150226 -1646.7750264769209 
763.3791438386534 915.3928502896032 ; 772.5330723415494 907.7590588512167 
1960.5123877498493 573.5452879030536 ; 1966.2478406288799 553.9401640255551 
380.0305836340506 -824.8646476656647 ; 371.78193715739394 -828.6649535020052 
1690.1433912704956 -1639.4449611995117 ; 1673.7489416585006 -1656.3463951122167 
580.8923085745058 1250.3878680045775 ; 593.3961872545516 1244.5789449188323 
-1577.719192849489 -15.493007178016825 ; -1577.8741229212692 0.28418475047806524 
-1279.0679549122092 165.17604948508153 ; -1277.4161944173584 177.96672903420364 
333.18012162334827 1546.3954124417685 ; 348.64407574776595 1543.063611225535 
32.89307655568698 -414.9492855341116 ; 28.743583700345866 -415.2782162996685 
1472.8839712913932 749.2342072816392 ; 1480.3763133642096 734.5053675687253 
879.3957859262949 829.0490214274627 ; 887.6862761405696 820.2550635681997 
1018.72420871382 -335.1163665854352 ; 1015.3730450479657 -345.3036086725734 
869.4785604256907 -477.0980431865462 ; 864.7075799938252 -485.7928287908031 
-526.0043558718136 74.39446621436872 ; -525.2604112096699 79.65450977308686 
-1742.0870454491915 -1948.835212708334 ; -1761.5753975762748 -1931.414342253842 
-339.6962052711608 -1439.267179630599 ; -354.0888770674668 -1435.8702175778874 
673.1542007301989 -799.1341466842212 ; 665.1628592633567 -805.8656886915231 
-1600.7170062360417 250.27603751053945 ; -1598.2142458609362 266.28320757289987 
-118.67320596849419 1762.3515399570092 ; -101.04969056892409 1763.5382720166942 
385.7046362723529 199.56483736670552 ; 387.70028464601995 195.70779100398198 
-1439.2486785871315 -760.67262162601 ; -1446.8554048033916 -746.2801348401387 
1964.390883333543 1230.015769307292 ; 1976.6910410266157 1210.3718604739565 
1890.976263218136 1480.561744644783 ; 1905.7818806645837 1461.6519820126016 
1683.4634124538222 -1927.6325105933704 ; 1664.1870873478886 -1944.4671447179087 
-1961.0029624127608 -763.0792949323876 ; -1968.6337553620847 -743.46926530826 
-710.4950949588555 -140.90412135751112 ; -711.9041361724306 -133.79917040792256 
16.782067218450422 -1882.07513753054 ; -2.038684156854977 -1882.2429582027244 
-1301.2442594439196 1859.1533581377353 ; -1282.6527258625422 1872.1658007321744 
-1227.7972895755202 -1245.465747871272 ; -1240.251947054233 -1233.1877749755167 
-983.9095744074372 -867.6799923943707 ; -992.5863743313809 -857.8408966502964 
-1295.6075802882183 63.688837872148625 ; -1294.9706919094967 76.6449136750308 
266.5980950702649 -1662.9245235619794 ; 249.96884983464508 -1665.5905045126822 
-1535.346856651762 68.82319128699531 ; -1534.658624738892 84.17665985351293 
-993.5446537760992 1832.6774829887956 ; -975.2178789462112 1842.6129295265566 
-235.1489404712835 324.146197231873 ; -231.9074784989648 326.4976866365858 
-4.684274981098832 1843.122640012317 ; 13.746951419024342 1843.1694827621282 
-847.2519741356246 766.021281649815 ; -839.5917613191264 774.4938013911712 
707.8827696324347 1967.9266904637257 ; 727.562036537072 1960.8478627674012 
852.3051085959652 -1971.619901210295 ; 832.5889095838622 -1980.1429522962546 
121.96249288640891 -1494.8369981842338 ; 107.01412290456658 -1496.0566231130979 
-62.66666415494526 -1719.6014261791108 ; -79.86267841673637 -1718.9747595375613 
-305.1091947866221 -746.9280624399215 ; -312.5784754110213 -743.8769704920553 
335.51807255224355 -491.0733768940786 ; 330.6073387833028 -494.428557619601 
1413.0211234553724 -1868.031806901277 ; 1394.3408053863595 -1882.1620181358307 
1020.5862587918792 -3.9950678840384963 ; 1020.5463081130389 -14.200930471957289 
1589.1650125726471 -867.5772896129779 ; 1580.4892396765174 -883.4689397387044 
898.4001058465468 1059.424422421485 ; 908.9943500707617 1050.4404213630194 
540.0337906483902 -310.0210661278683 ; 536.9335799871116 -315.42140403435224 
1389.843610641508 -525.185787467795 ; 1384.59175276683 -539.08422357421 
1472.3391812383466 51.30708162545504 ; 1472.8522520546012 36.58368981307157 
1189.371861168843 1077.0542075404849 ; 1200.1424032442478 1065.1604889287964 
-499.8847354285136 762.4710219532509 ; -492.26002520898106 767.469869307536 
-1180.6597119473017 1110.1564620354466 ; -1169.5581473269472 1121.9630591549196 
1358.6476211198408 -1058.9397068116668 ; 1348.0582240517242 -1072.5261830228653 
1762.1658392323807 1004.2409858777972 ; 1772.2082490911587 986.6193274854735 
1857.4842067389272 574.078723887246 ; 1863.2249939777996 555.5038818198568 
924.6417315880059 1263.597046821404 ; 937.2777020562199 1254.350629505524 
239.3545133315021 -1484.5131237094793 ; 224.5093820944073 -1486.9066688427943 
-1204.8164060023203 -87.20558777169299 ; -1205.6884618800373 -75.1574237116698 
1521.4221622570594 985.6161986036624 ; 1531.278324243096 970.4019769810918 
1.7221297069080546 538.9551902518117 ; 7.111681609426172 538.9379689547426 
-629.2287831444016 -988.9611949384226 ; -639.1183950937858 -982.6689071069786 
1404.466505122046 886.1389158651574 ; 1413.3278942806976 872.0942508139369 
789.3373837002307 71.37769847159801 ; 790.0511606849467 63.4843246345957 
-1754.8755157679666 672.9421405837775 ; -1748.146094362129 690.4908957414572 
1641.1059374286103 1130.8139038370466 ; 1652.4140764669808 1114.4028444627604 
-1420.1689000646722 -835.600626373823 ; -1428.5249063284105 -821.3989373731763 
198.7763829231393 1802.1506355709341 ; 216.79788927884863 1800.1628717417027 
-1406.3771994558497 1340.1201250193021 ; -1392.9759982056567 1354.1838970138606 
-1040.4309549229051 555.8353374988008 ; -1034.8726015479172 566.2396470480298 
1451.7737306929446 1490.3712001608744 ; 1466.6774426945533 1475.853462853945 
-334.24228125739785 -1125.4275048246645 ; -345.4965563056445 -1122.0850820120907 
-1904.598669914605 -681.5226945301536 ; -1911.4138968599063 -662.4767078310075 
1645.0443599391444 -231.00660708476207 ; 1642.7342938682968 -247.4570506841535 
1253.9843443870866 -461.2887498224982 ; 1249.3714568888615 -473.82859326636907 
